Execution Started ...
Leader is :99869
50359 knows Leader is 99869
97929 knows Leader is 99869
89881 knows Leader is 99869
23501 knows Leader is 99869
96167 knows Leader is 99869
38380 knows Leader is 99869
17986 knows Leader is 99869
17425 knows Leader is 99869
17960 knows Leader is 99869
79345 knows Leader is 99869
80747 knows Leader is 99869
75753 knows Leader is 99869
29610 knows Leader is 99869
59374 knows Leader is 99869
73212 knows Leader is 99869
37812 knows Leader is 99869
88188 knows Leader is 99869
38403 knows Leader is 99869
49826 knows Leader is 99869
22892 knows Leader is 99869
13251 knows Leader is 99869
52534 knows Leader is 99869
96142 knows Leader is 99869
26889 knows Leader is 99869
25898 knows Leader is 99869
5270 knows Leader is 99869
41968 knows Leader is 99869
2362 knows Leader is 99869
6608 knows Leader is 99869
6280 knows Leader is 99869
76346 knows Leader is 99869
36436 knows Leader is 99869
2128 knows Leader is 99869
36102 knows Leader is 99869
40972 knows Leader is 99869
58993 knows Leader is 99869
65219 knows Leader is 99869
3879 knows Leader is 99869
87755 knows Leader is 99869
68557 knows Leader is 99869
44560 knows Leader is 99869
84891 knows Leader is 99869
2339 knows Leader is 99869
61082 knows Leader is 99869
79197 knows Leader is 99869
59114 knows Leader is 99869
33904 knows Leader is 99869
2412 knows Leader is 99869
365 knows Leader is 99869
62340 knows Leader is 99869
2823 knows Leader is 99869
60662 knows Leader is 99869
33676 knows Leader is 99869
89111 knows Leader is 99869
18170 knows Leader is 99869
51949 knows Leader is 99869
82813 knows Leader is 99869
85386 knows Leader is 99869
15387 knows Leader is 99869
47902 knows Leader is 99869
75421 knows Leader is 99869
99748 knows Leader is 99869
20375 knows Leader is 99869
78974 knows Leader is 99869
60243 knows Leader is 99869
14241 knows Leader is 99869
55270 knows Leader is 99869
35466 knows Leader is 99869
35864 knows Leader is 99869
1681 knows Leader is 99869
975 knows Leader is 99869
40495 knows Leader is 99869
4937 knows Leader is 99869
86774 knows Leader is 99869
83622 knows Leader is 99869
79706 knows Leader is 99869
13969 knows Leader is 99869
29750 knows Leader is 99869
8460 knows Leader is 99869
50287 knows Leader is 99869
72240 knows Leader is 99869
73498 knows Leader is 99869
17137 knows Leader is 99869
83068 knows Leader is 99869
67104 knows Leader is 99869
20735 knows Leader is 99869
97637 knows Leader is 99869
77253 knows Leader is 99869
85075 knows Leader is 99869
71149 knows Leader is 99869
21742 knows Leader is 99869
94128 knows Leader is 99869
72735 knows Leader is 99869
85823 knows Leader is 99869
46107 knows Leader is 99869
10669 knows Leader is 99869
90720 knows Leader is 99869
13075 knows Leader is 99869
81315 knows Leader is 99869
38844 knows Leader is 99869
48681 knows Leader is 99869
68390 knows Leader is 99869
27786 knows Leader is 99869
67956 knows Leader is 99869
62704 knows Leader is 99869
89184 knows Leader is 99869
32312 knows Leader is 99869
85756 knows Leader is 99869
86532 knows Leader is 99869
72015 knows Leader is 99869
85333 knows Leader is 99869
47047 knows Leader is 99869
52618 knows Leader is 99869
28717 knows Leader is 99869
79722 knows Leader is 99869
25876 knows Leader is 99869
22827 knows Leader is 99869
57361 knows Leader is 99869
97767 knows Leader is 99869
45601 knows Leader is 99869
49984 knows Leader is 99869
12669 knows Leader is 99869
80966 knows Leader is 99869
34057 knows Leader is 99869
54501 knows Leader is 99869
95839 knows Leader is 99869
7446 knows Leader is 99869
50337 knows Leader is 99869
22338 knows Leader is 99869
23522 knows Leader is 99869
16712 knows Leader is 99869
56589 knows Leader is 99869
66024 knows Leader is 99869
44524 knows Leader is 99869
90615 knows Leader is 99869
72934 knows Leader is 99869
38290 knows Leader is 99869
41564 knows Leader is 99869
11768 knows Leader is 99869
10409 knows Leader is 99869
31546 knows Leader is 99869
14485 knows Leader is 99869
18739 knows Leader is 99869
32071 knows Leader is 99869
23133 knows Leader is 99869
82048 knows Leader is 99869
68249 knows Leader is 99869
44583 knows Leader is 99869
2415 knows Leader is 99869
99513 knows Leader is 99869
10265 knows Leader is 99869
48727 knows Leader is 99869
29604 knows Leader is 99869
19803 knows Leader is 99869
22114 knows Leader is 99869
13896 knows Leader is 99869
24077 knows Leader is 99869
70179 knows Leader is 99869
86743 knows Leader is 99869
22028 knows Leader is 99869
56727 knows Leader is 99869
85825 knows Leader is 99869
2280 knows Leader is 99869
58038 knows Leader is 99869
86938 knows Leader is 99869
70255 knows Leader is 99869
70849 knows Leader is 99869
56644 knows Leader is 99869
2645 knows Leader is 99869
5053 knows Leader is 99869
36845 knows Leader is 99869
79460 knows Leader is 99869
90263 knows Leader is 99869
73730 knows Leader is 99869
43713 knows Leader is 99869
39092 knows Leader is 99869
50635 knows Leader is 99869
79716 knows Leader is 99869
83098 knows Leader is 99869
5727 knows Leader is 99869
35384 knows Leader is 99869
91833 knows Leader is 99869
30905 knows Leader is 99869
75413 knows Leader is 99869
83542 knows Leader is 99869
48250 knows Leader is 99869
17500 knows Leader is 99869
57746 knows Leader is 99869
58203 knows Leader is 99869
67734 knows Leader is 99869
70719 knows Leader is 99869
96937 knows Leader is 99869
97099 knows Leader is 99869
95263 knows Leader is 99869
86264 knows Leader is 99869
61670 knows Leader is 99869
8196 knows Leader is 99869
51202 knows Leader is 99869
20566 knows Leader is 99869
